en_curid,name,numlangs,countryCode,countryCode3,countryName,continentName,birthyear,birthcity,gender,occupation,industry,domain,dataset,TotalPageViews,L_star,StdDevPageViews,PageViewsEnglish,PageViewsNonEnglish,AverageViews,HPI
52263,"Cliff Richard",38,IN,IND,India,Asia,1940,Lucknow,Male,MUSICIAN,MUSIC,ARTS,OGC,5744676,4.383712423,34422.71729,3921209,1823467,151175.6842,23.46729052
52269,"Edward Heath",43,GB,GBR,"United Kingdom",Europe,1916,Broadstairs,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,1914761,3.763110719,12239.30749,1421335,493426,44529.32558,22.27155992
52271,"Harold Wilson",52,GB,GBR,"United Kingdom",Europe,1916,Huddersfield,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,2554857,3.696158553,13128.68543,1926302,628555,49131.86538,22.90395885
52274,"Richard Rodgers",27,US,USA,"United States","North America",1902,"New York City",Male,COMPOSER,MUSIC,ARTS,OGC,1346862,3.015516677,4000.929461,1029761,317101,49883.77778,22.0061315
52278,"James Callaghan",53,GB,GBR,"United Kingdom",Europe,1912,Portsmouth,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,1766429,4.925561223,11694.18193,1197076,569353,33328.84906,22.88704949
52346,"Nebuchadrezzar II",57,IQ,IRQ,Iraq,Asia,-634,"",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,5540287,10.72131294,30456.04404,2045078,3495209,97198.01754,28.09411086
52392,"Prince Maximilian of Baden",34,DE,DEU,Germany,Europe,1867,Baden-Baden,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,614484,9.729176254,2285.975491,202554,411930,18073.05882,23.64233468
52395,"Martha Argerich",35,AR,ARG,Argentina,"South America",1941,"Buenos Aires",Female,MUSICIAN,MUSIC,ARTS,OGC,1962527,7.630028546,6402.218146,777348,1185179,56072.2,24.1064841
52469,"Stephen Wolfram",28,GB,GBR,"United Kingdom",Europe,1959,London,Male,"COMPUTER SCIENTIST","COMPUTER SCIENCE","SCIENCE & TECHNOLOGY",OGC,1285708,4.043408093,12855.28314,893278,392430,45918.14286,18.52977919
52487,"Ivan Pavlov",70,RU,RUS,Russia,Europe,1849,Ryazan,Male,BIOLOGIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,8262195,8.187119793,31481.58762,3894438,4367757,118031.3571,26.61297017
52517,"Ulrike Meinhof",34,DE,DEU,Germany,Europe,1934,Oldenburg,Female,EXTREMIST,OUTLAWS,"PUBLIC FIGURE",OGC,3178861,6.187322218,25119.21891,748984,2429877,93495.91176,23.76808336
52544,"Aldo Moro",48,IT,ITA,Italy,Europe,1916,Maglie,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,3454957,6.93296684,23792.68884,634002,2820955,71978.27083,24.66155214
52548,"Carl Bildt",34,SE,SWE,Sweden,Europe,1949,Halmstad,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,873310,5.792791335,4264.016604,305820,567490,25685.58824,21.72022324
52585,Thespis,26,GR,GRC,Greece,Europe,-600,Icaria,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,823163,6.669587888,3304.375228,381589,441574,31660.11538,25.07074191
52592,"George Sand",54,FR,FRA,France,Europe,1804,Paris,Female,WRITER,LANGUAGE,HUMANITIES,OGC,6164288,8.90154166,22049.78558,1629208,4535080,114153.4815,26.7128003
52608,"Sigismund III Vasa",42,SE,SWE,Sweden,Europe,1566,"Gripsholm Castle",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,2002686,6.793806877,7242.614494,317526,1685160,47683.0,25.73871383
52627,"Antonio Banderas",61,ES,ESP,Spain,Europe,1960,"Málaga",Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,16789456,7.247832659,75471.07949,7955025,8834431,275236.9836,23.6492231
52707,"Kate Winslet",73,GB,GBR,"United Kingdom",Europe,1975,Reading,Female,ACTOR,"FILM AND THEATRE",ARTS,OGC,27624855,6.431854719,182694.1053,14971440,12653415,378422.6712,21.29968714
52711,"Leonardo DiCaprio",78,US,USA,"United States","North America",1974,"Los Angeles",Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,53901927,6.901818213,359132.3371,27364717,26537210,691050.3462,22.33124629
52717,"Louis Sullivan",34,US,USA,"United States","North America",1856,Boston,Male,ARCHITECT,DESIGN,ARTS,OGC,1663578,5.020803068,5251.873935,1027362,636216,48928.76471,23.63202911
52724,"Krist Novoselic",33,US,USA,"United States","North America",1965,Compton,Male,MUSICIAN,MUSIC,ARTS,OGC,5650915,5.14586943,21725.15339,3416965,2233950,171239.8485,20.68804379
52731,"Pope Paul V",54,IT,ITA,Italy,Europe,1552,Rome,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,886471,13.01853515,6482.50435,317356,569115,16416.12963,24.87298282
52737,"Adlai Stevenson II",26,US,USA,"United States","North America",1900,"Los Angeles",Male,DIPLOMAT,GOVERNMENT,INSTITUTIONS,OGC,790145,3.640597064,10429.26685,572812,217333,30390.19231,20.30045411
52739,"Hernando de Soto",36,ES,ESP,Spain,Europe,1496,"Jerez de los Caballeros",Male,EXPLORER,EXPLORERS,EXPLORATION,OGC,1915853,2.259370547,16661.64387,1598483,317370,53218.13889,22.0415818
52790,"Aleksandr Pushkin",116,RU,RUS,Russia,Europe,1799,Moscow,Male,WRITER,LANGUAGE,HUMANITIES,OGC,6788172,19.08651849,28131.23835,2159465,4628707,58518.72414,28.13048426
52800,"Baron Haussmann",38,FR,FRA,France,Europe,1809,Paris,Male,ARCHITECT,DESIGN,ARTS,OGC,1799542,7.872038254,9457.217375,256701,1542841,47356.36842,24.75809508
52828,"Lindsay Davenport",39,US,USA,"United States","North America",1976,"Palos Verdes",Female,"TENNIS PLAYER","INDIVIDUAL SPORTS",SPORTS,OGC,2228336,5.596797874,19688.92331,1310500,917836,57136.82051,17.45825931
52881,"Gerard P. Kuiper",37,NL,NLD,Netherlands,Europe,1905,Harenkarspel,Male,ASTRONOMER,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,303069,14.08424704,912.2792494,104331,198738,8191.054054,23.36226478
52946,"Christopher Wren",48,GB,GBR,"United Kingdom",Europe,1632,Wiltshire,Male,ARCHITECT,DESIGN,ARTS,OGC,1737283,5.848865037,5219.147683,1101907,635376,36193.39583,24.81732191
53029,"Muammar al-Gaddafi",111,JO,JOR,Jordan,Asia,1942,"Qasr Abu Hadi",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,29470548,9.777271634,921884.747,12482232,16988316,265500.4324,25.90056094
53050,"Pope Paul IV",54,IT,ITA,Italy,Europe,1476,"Capriglia Irpina",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,899220,11.44016489,5709.834586,314655,584565,16652.22222,25.02179839
53242,"Robin Williams",60,US,USA,"United States","North America",1951,Chicago,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,22886354,5.134173268,73782.67489,13465870,9420484,381439.2333,25.08340748
53255,"Jacques Derrida",56,DZ,DZA,Algeria,Africa,1930,"El Biar",Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,OGC,5076636,8.468636392,14231.10619,2401950,2674686,90654.21429,25.74889131
53257,"Olivia Newton-John",42,GB,GBR,"United Kingdom",Europe,1948,Cambridge,Female,ACTOR,"FILM AND THEATRE",ARTS,OGC,10201804,5.284372855,45071.80235,5971714,4230090,242900.0952,24.10245249
53285,"Sébastien Le Prestre de Vauban",38,FR,FRA,France,Europe,1633,"Saint-Léger-Vauban",Male,ENGINEER,ENGINEERING,"SCIENCE & TECHNOLOGY",OGC,1368554,6.48426245,6419.390986,128550,1240004,36014.57895,24.90803782
53294,"John of Gaunt, 1st Duke of Lancaster",37,BE,BEL,Belgium,Europe,1340,Ghent,Male,NOBLEMAN,GOVERNMENT,INSTITUTIONS,OGC,474921,14.65503103,2042.074081,40362,434559,12835.7027,25.14753631
53311,"Hermann von Helmholtz",48,DE,DEU,Germany,Europe,1821,Potsdam,Male,PHYSICIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,1604501,9.549711026,5199.980692,655763,948738,33427.10417,25.13832817
53327,"Val Kilmer",38,US,USA,"United States","North America",1959,"Los Angeles",Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,12712555,4.511855338,42299.73475,8005540,4707015,334540.9211,22.52948702
53336,"Pope Cornelius",55,UNK,,Unknown,,200,"",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,472478,11.82032601,3587.889826,181480,290998,8590.509091,25.07406788
53339,"Pope Eutychian",53,UNK,,Unknown,,200,"",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,391484,17.94317661,3073.370699,102433,289051,7386.490566,25.41444547
53340,"Pope Caius",53,HR,HRV,Croatia,Europe,250,"Roman Dalmatia",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,326893,12.70359903,2318.378764,127428,199465,6167.792453,24.77957834
53352,"Eero Saarinen",32,FI,FIN,Finland,Europe,1910,Kirkkonummi,Male,ARCHITECT,DESIGN,ARTS,OGC,1918469,5.057753303,4615.347085,1216331,702138,59952.15625,23.64502334
53358,"Pope Marcellinus",53,IT,ITA,Italy,Europe,250,"Rome, Italy",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,412367,14.4825827,3679.259507,132350,280017,7780.509434,25.02028872
53360,"Cole Porter",35,US,USA,"United States","North America",1891,Peru,Male,COMPOSER,MUSIC,ARTS,OGC,4043755,3.77223921,17632.74092,2832223,1211532,115535.8571,23.51428717
53373,"Emil Adolf von Behring",52,PL,POL,Poland,Europe,1854,"Ławice",Male,PHYSICIAN,MEDICINE,"SCIENCE & TECHNOLOGY",OGC,646722,17.18490939,3204.27288,122722,524000,12436.96154,24.65172901
53382,"Camillo Golgi",49,AT,AUT,Austria,Europe,1843,"Córteno Golgi",Male,PHYSICIAN,MEDICINE,"SCIENCE & TECHNOLOGY",OGC,809084,12.65426326,3533.365634,228866,580218,16511.91837,24.56265489
53395,"Harry Houdini",55,HU,HUN,Hungary,Europe,1874,Budapest,Male,MAGICIAN,"MEDIA PERSONALITY","PUBLIC FIGURE",OGC,17630040,7.09911015,611703.0946,9462877,8167163,320546.1818,24.52685173
53404,"Frank Gehry",46,CA,CAN,Canada,"North America",1929,Toronto,Male,ARCHITECT,DESIGN,ARTS,OGC,6379930,7.154617996,15451.19143,3144815,3235115,138694.1304,25.72869333
53421,"Philip Johnson",44,US,USA,"United States","North America",1906,Cleveland,Male,ARCHITECT,DESIGN,ARTS,OGC,1789549,6.891409545,4648.464853,973303,816246,40671.56818,24.3741856
53424,"Hector Berlioz",84,FR,FRA,France,Europe,1803,"La Côte-Saint-André",Male,COMPOSER,MUSIC,ARTS,OGC,3803358,11.51549019,12328.11663,1334763,2468595,45278.07143,26.90588334
53427,"Kenzo Tange",42,JP,JPN,Japan,Asia,1913,Osaka,Male,ARCHITECT,DESIGN,ARTS,OGC,1825724,6.40441804,16434.89482,380287,1445437,43469.61905,23.53416701
53494,"Christopher Lee",48,GB,GBR,"United Kingdom",Europe,1922,Belgravia,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,13518960,5.379539145,88446.05615,7619165,5899795,281645.0,25.15091868
53505,"Ray Milland",26,GB,GBR,"United Kingdom",Europe,1907,Neath,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,1209479,4.238829608,5946.49026,799214,410265,46518.42308,22.02938021
53506,"Edmond Rostand",36,FR,FRA,France,Europe,1868,Marseille,Male,WRITER,LANGUAGE,HUMANITIES,OGC,1301658,5.750781984,4816.626398,256331,1045327,36157.16667,24.10530387
53528,"David Livingstone",64,GB,GBR,"United Kingdom",Europe,1813,Blantyre,Male,EXPLORER,EXPLORERS,EXPLORATION,OGC,4851202,7.503307282,21249.87156,2654607,2196595,75800.03125,25.75253888
53536,"John Coltrane",50,US,USA,"United States","North America",1926,Hamlet,Male,MUSICIAN,MUSIC,ARTS,OGC,6126110,6.086125189,12040.39228,3374628,2751482,122522.2,25.72253871
53569,"Leonard Nimoy",33,US,USA,"United States","North America",1931,Boston,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,11835270,3.961925611,91547.1776,7766707,4068563,358644.5455,23.85613293
53604,"Adolf Loos",36,CZ,CZE,"Czech Republic",Europe,1870,Brno,Male,ARCHITECT,DESIGN,ARTS,OGC,1676773,9.93891086,5344.566519,466303,1210470,46577.02778,24.93831115
53613,"Richard Meier",33,US,USA,"United States","North America",1934,Newark,Male,ARCHITECT,DESIGN,ARTS,OGC,1099413,8.410260428,2867.449115,452177,647236,33315.54545,23.83075938
53617,Methuselah,39,UNK,UNK,Unknown,Unknown,-3500,"",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,5031601,7.354418507,20518.77235,2300366,2731235,129015.4103,27.91892552
53621,"Robert Venturi",33,US,USA,"United States","North America",1925,Philadelphia,Male,ARCHITECT,DESIGN,ARTS,OGC,1208190,7.293914798,4582.750974,581517,626673,36611.81818,23.359357
53627,"Louis Kahn",32,US,USA,"United States","North America",1901,Kuressaare,Male,ARCHITECT,DESIGN,ARTS,OGC,1871069,5.883386794,6832.487424,1050005,821064,58470.90625,23.59581257
53630,"Ernst Werner von Siemens",42,DE,DEU,Germany,Europe,1816,Gehrden,Male,INVENTOR,INVENTION,"SCIENCE & TECHNOLOGY",OGC,1193575,10.12547808,3809.03391,141643,1051932,28418.45238,25.20055596
53703,"Wilhelm Keitel",50,DE,DEU,Germany,Europe,1882,Brunswick,Male,"MILITARY PERSONNEL",MILITARY,INSTITUTIONS,OGC,4642013,10.08267602,13370.86676,1573024,3068989,92840.26,26.24957101
53711,"Antoine Henri Becquerel",72,FR,FRA,France,Europe,1852,Paris,Male,PHYSICIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,2883893,13.75533995,14079.6384,785732,2098161,40054.06944,26.16562408
53736,"Hayden Christensen",38,CA,CAN,Canada,"North America",1981,Vancouver,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,14722691,5.362645118,45807.28621,8122926,6599765,387439.2368,19.58705258
53739,Marcian,47,GR,GRC,Greece,Europe,396,Thrace,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,448788,11.64263391,1529.072595,186845,261943,9548.680851,25.51547858
53762,"David Niven",38,GB,GBR,"United Kingdom",Europe,1910,London,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,4727963,4.560669533,20993.74967,2992089,1735874,124420.0789,24.00568631
53855,"Benny Goodman",46,US,USA,"United States","North America",1909,Chicago,Male,MUSICIAN,MUSIC,ARTS,OGC,3009401,5.634259079,7546.710791,1791682,1217719,65421.76087,24.63193531
53869,"Jim Thorpe",31,US,USA,"United States","North America",1888,Prague,Male,ATHLETE,"INDIVIDUAL SPORTS",SPORTS,OGC,2929099,2.281943519,18042.31647,2474736,454363,94487.06452,21.58162268
53926,"Marcus Annaeus Lucanus",40,ES,ESP,Spain,Europe,39,"Córdoba",Male,WRITER,LANGUAGE,HUMANITIES,OGC,760410,10.02633058,3185.581435,213617,546793,19010.25,25.87792968
54010,"Sophus Lie",34,NO,NOR,Norway,Europe,1842,Nordfjordeid,Male,MATHEMATICIAN,MATH,"SCIENCE & TECHNOLOGY",OGC,372984,11.31294816,1128.888859,146972,226012,10970.11765,23.51321365
54017,"Ngo Dinh Diem",38,VN,VNM,Vietnam,Asia,1901,Hue,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,3577635,4.477585133,18037.69755,2109143,1468492,94148.28947,23.75342132
54041,"Talcott Parsons",35,US,USA,"United States","North America",1902,"Colorado Springs",Male,SOCIOLOGIST,"SOCIAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,2852000,7.671536035,9140.622112,983185,1868815,81485.71429,24.89726917
54078,"Robert Ludlum",30,US,USA,"United States","North America",1927,"New York City",Male,WRITER,LANGUAGE,HUMANITIES,OGC,3753887,4.998499316,11935.93015,2333017,1420870,125129.5667,23.86457521
54132,"Olof Palme",59,SE,SWE,Sweden,Europe,1927,"Östermalm borough",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,2963851,11.47519538,16981.53956,832995,2130856,50234.76271,25.18834369
54151,"Pope Liberius",56,UNK,,Unknown,,300,"",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,481441,13.07393327,4333.092759,173507,307934,8597.160714,25.0386036
54161,"Pope Pius IX",66,IT,ITA,Italy,Europe,1792,Senigallia,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,3898969,10.18916176,42541.03557,1391113,2507856,59075.28788,25.38120153
54174,"John Travolta",64,US,USA,"United States","North America",1954,Englewood,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,26801847,6.23292851,144963.8162,14261757,12540090,418778.8594,24.64613939
54204,"Philip II of Macedon",57,GR,GRC,Greece,Europe,-382,Pella,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,3619870,9.631829624,12399.48332,1581170,2038700,63506.49123,27.84872482
54218,"Edgar Ætheling",35,HU,HUN,Hungary,Europe,1051,Hungary,Male,NOBLEMAN,GOVERNMENT,INSTITUTIONS,OGC,573396,7.921255377,3872.15818,305841,267555,16382.74286,23.79802317
54247,"Louis XV of France",60,FR,FRA,France,Europe,1710,Versailles,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,7501495,9.229263816,32112.62788,2398113,5103382,125024.9167,27.060667
54268,"John Paul Jones",39,GB,GBR,"United Kingdom",Europe,1946,Sidcup,Male,MUSICIAN,MUSIC,ARTS,OGC,1435605,6.795367522,8573.093576,226196,1209409,36810.38462,23.03396519
54303,"Raymond Queneau",33,FR,FRA,France,Europe,1903,"Le Havre",Male,WRITER,LANGUAGE,HUMANITIES,OGC,1485189,5.427431376,5471.811206,207298,1277891,45005.72727,23.96639654
54306,"Samuel L. Jackson",47,US,USA,"United States","North America",1948,"Washington, D.C.",Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,19076950,5.129794991,99562.40592,10895737,8181213,405892.5532,24.67824779
54324,"Chester Nimitz",34,US,USA,"United States","North America",1885,Fredericksburg,Male,"MILITARY PERSONNEL",MILITARY,INSTITUTIONS,OGC,2423477,5.939287203,9590.235601,1241518,1181959,71278.73529,24.04618043
54360,"Frank Drake",27,US,USA,"United States","North America",1930,Chicago,Male,ASTRONOMER,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,478654,6.914475539,2451.142001,256599,222055,17727.92593,21.72541192
54386,"Philip II of Spain",64,ES,ESP,Spain,Europe,1527,Valladolid,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,9143951,5.93822887,30824.02489,3935853,5208098,142874.2344,27.28431285
54403,"Dizzy Gillespie",45,US,USA,"United States","North America",1917,Cheraw,Male,MUSICIAN,MUSIC,ARTS,OGC,4425945,5.533988262,105982.5601,2647348,1778597,98354.33333,22.65668633
54408,"Charlie Parker",49,US,USA,"United States","North America",1920,"Kansas City",Male,MUSICIAN,MUSIC,ARTS,OGC,5077772,6.634093494,10983.65372,2642174,2435598,103628.0,25.61887821
54420,"Ryoji Noyori",31,JP,JPN,Japan,Asia,1938,Ashiya,Male,CHEMIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,571891,4.404672273,3894.516431,55309,516582,18448.09677,21.8987645
54449,"Muzio Clementi",40,IT,ITA,Italy,Europe,1752,Rome,Male,COMPOSER,MUSIC,ARTS,OGC,897178,8.47892779,2448.195189,417710,479468,22429.45,24.54808596
54496,"Lawrence Lessig",33,US,USA,"United States","North America",1961,"Rapid City",Male,LAWYER,LAW,"BUSINESS & LAW",OGC,1255486,4.713415654,7857.425887,834212,421274,38045.0303,19.07390327
54533,"Lyndon B. Johnson",94,US,USA,"United States","North America",1908,Stonewall,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,15582877,4.112079146,69049.59549,11384009,4198868,165775.2872,25.70710866
54539,"Eddie Murphy",67,US,USA,"United States","North America",1961,Brooklyn,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,21815099,4.613287914,113534.1024,13930118,7884981,325598.4925,22.87448334
54595,"Charles Rennie Mackintosh",33,GB,GBR,"United Kingdom",Europe,1868,Glasgow,Male,DESIGNER,DESIGN,ARTS,OGC,2248957,5.282097232,9669.533901,1343427,905530,68150.21212,23.63963662
54626,Lysander,31,UNK,UNK,Unknown,Unknown,-450,"",Male,"MILITARY PERSONNEL",MILITARY,INSTITUTIONS,OGC,982817,6.025370271,4297.743993,540138,442679,31703.77419,25.01933336
54764,"Andrew Lloyd Webber",46,GB,GBR,"United Kingdom",Europe,1948,Kensington,Male,COMPOSER,MUSIC,ARTS,OGC,7498163,4.326593082,28757.45957,5129255,2368908,163003.5435,23.55510967
54894,"Edward Witten",36,US,USA,"United States","North America",1951,Baltimore,Male,PHYSICIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,1592198,5.795658185,4359.826243,966479,625719,44227.72222,22.14529807
54938,"Saint Nicholas",68,TR,TUR,Turkey,Asia,270,Patara,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,12656497,9.14939465,294002.681,5214355,7442142,186124.9559,27.12521407
54953,Olybrius,37,UNK,UNK,Unknown,Unknown,431,"",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,370974,11.69650442,964.3851488,142971,228003,10026.32432,25.39681934
54956,"Charles de Secondat, baron de Montesquieu",68,FR,FRA,France,Europe,1689,"La Brède",Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,OGC,11018917,8.496776938,63852.33675,2075973,8942944,162042.8971,27.40962452
54985,"Whoopi Goldberg",58,US,USA,"United States","North America",1955,"New York City",Female,ACTOR,"FILM AND THEATRE",ARTS,OGC,14541732,4.355753272,54635.70872,9662762,4878970,250719.5172,23.45451412
55014,"Leslie Nielsen",60,CA,CAN,Canada,"North America",1926,Regina,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,12843437,5.644441017,315068.2967,7225259,5618178,214057.2833,24.01913812
55016,"Ivo Andrić",65,BA,BIH,"Bosnia and Herzegovina",Europe,1892,Travnik,Male,WRITER,LANGUAGE,HUMANITIES,OGC,1881531,15.47053427,11853.17047,478952,1402579,28946.63077,25.31715892
55021,"Josquin Des Prez",37,BE,BEL,Belgium,Europe,1450,"County of Hainaut",Male,COMPOSER,MUSIC,ARTS,OGC,1358264,7.394910791,6798.248664,680866,677398,36709.83784,24.62685131
55029,"Larry Bird",39,US,USA,"United States","North America",1956,"West Baden Springs",Male,"BASKETBALL PLAYER","TEAM SPORTS",SPORTS,OGC,9205654,3.66952509,54411.8236,6561035,2644619,236042.4103,21.66528916
55072,Puyi,43,CN,CHN,China,Asia,1906,Beijing,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,6891623,7.497493093,40142.72248,2433919,4457704,160270.3023,25.32560132
55077,"Chen Shui-bian",38,TW,TWN,Taiwan,Asia,1950,"Guantian, Tainan",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,2165682,6.104827584,21792.94603,661554,1504128,56991.63158,21.98126802
55117,"Juliette Binoche",46,FR,FRA,France,Europe,1964,Paris,Female,ACTOR,"FILM AND THEATRE",ARTS,OGC,6255925,7.288505437,28742.76399,2621628,3634297,135998.3696,21.83445321
55167,"André Breton",51,FR,FRA,France,Europe,1896,Tinchebray,Male,WRITER,LANGUAGE,HUMANITIES,OGC,4090932,9.246987468,13213.97653,1074782,3016150,80214.35294,25.96938443
55188,"Barbara McClintock",44,US,USA,"United States","North America",1902,Hartford,Female,BIOLOGIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,1108830,6.119204061,3902.644544,659761,449069,25200.68182,23.38050158
55251,Titus,64,IT,ITA,Italy,Europe,39,Rome,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,3229918,6.204924008,8246.943021,1846199,1383719,50467.46875,27.29166807
55271,"Francisco Pizarro",67,ES,ESP,Spain,Europe,1471,"Trujillo, Spain",Male,EXPLORER,EXPLORERS,EXPLORATION,OGC,7238953,7.007244745,24859.92056,2951545,4287408,108044.0746,27.36121348
55279,"James Dewar",32,GB,GBR,"United Kingdom",Europe,1842,Kincardine,Male,CHEMIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,386031,8.160646131,930.8873595,193823,192208,12063.46875,23.19118746
55285,"Ernst Mach",44,CZ,CZE,"Czech Republic",Europe,1838,Brno,Male,PHYSICIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,1323813,11.13567534,3158.222845,470815,852998,30086.65909,25.33805751
55434,"Jean-François Champollion",54,FR,FRA,France,Europe,1790,Figeac,Male,ARCHAEOLOGIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,2134973,12.28690786,8876.143387,420583,1714390,39536.53704,25.95871218
55451,"Bertha von Suttner",50,CZ,CZE,"Czech Republic",Europe,1843,Prague,Female,"SOCIAL ACTIVIST",ACTIVISM,"PUBLIC FIGURE",OGC,1119045,10.09280597,4296.856236,163470,955575,22380.9,24.98429105
55452,"Peter Greenaway",26,GB,GBR,"United Kingdom",Europe,1942,Newport,Male,"FILM DIRECTOR","FILM AND THEATRE",ARTS,OGC,1653666,7.186546624,3600.633921,714595,939071,63602.53846,23.9108011
